# iwNorthAvgTemp,heatEnergy,diffuse solar w/m2,direct solar w/m2,OAH %,OAT C,Mull SWT C,Heat Mode,mullInsulationThickness,intMass,mullSurfaceArea,infilRate
2.167462929260749860e+01,7.876883999667570357e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.326666667000000643e+01,1.222222222000000080e+00,1.923892942920000237e+01,1.000000000000000000e+00,1.877059016574952064e-03,9.061730711556226652e+02,1.700088246924905011e+00,2.376169486045298096e-01
2.016884550128409970e+01,1.353456266634290017e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.634999999999999432e+01,3.653703703999999775e+00,3.563238423669999833e+01,1.000000000000000000e+00,4.078316321891510207e-03,7.670330395394494190e+02,1.341712760883644107e+00,2.804956853868963984e-01
2.381062632018250014e+01,0.000000000000000000e+00,1.858462916000000007e+02,3.840969271999999819e+02,8.141666666999999791e+01,1.728518518999999998e+01,2.362615251000000072e+01,0.000000000000000000e+00,4.886339631806308620e-03,2.223249921240226854e+02,1.519964972502881206e+00,1.590744268634946834e-01
2.211706685709980036e+01,1.660523763208779968e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.006666667000000359e+01,-1.398148150000000089e-01,3.478543402750000268e+01,1.000000000000000000e+00,4.508174271331323937e-03,7.616674917510877094e+02,1.538742079863876011e+00,2.551262410277266302e-01
2.069549056133690002e+01,8.385498011235370086e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.260833333000000067e+01,-4.428240741000000646e+00,2.327035110579999966e+01,1.000000000000000000e+00,3.770362077985237384e-03,7.553852246785493207e+02,1.279555010495379008e+00,2.074932600841311037e-01
1.916779250303790150e+01,6.929270765690779932e+00,2.417595195000000086e+00,6.942421170000000474e-01,7.765000000000000568e+01,9.584722221999999903e+00,2.124630607419999961e+01,1.000000000000000000e+00,1.236237578138504791e-03,2.954380730542202400e+02,1.388848289315375961e+00,1.415438962264566336e-01
2.111183382400280095e+01,1.942243416914670107e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.475000000000000000e+01,3.951851851999999887e+00,3.935593679999999495e+01,1.000000000000000000e+00,2.110068533349270230e-03,9.293581757478563077e+02,1.261240541079304833e+00,1.735372318683275905e-01
2.105049341866299883e+01,8.458566885641160127e+01,2.228795900999999802e+00,2.144761233000000100e+00,8.491666666999999791e+01,-3.253240741000000380e+00,6.249990995329999777e+01,1.000000000000000000e+00,1.367350156576283655e-03,5.237447313752736591e+02,1.526312543065545091e+00,9.350333496781974840e-02
2.396647625425070061e+01,6.571472062992549468e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.768333333000000351e+01,-2.710648148000000202e+00,5.711793481499999814e+01,1.000000000000000000e+00,1.386057098445714038e-03,3.589153223838914641e+02,1.530741305761307292e+00,2.988015018462736316e-02
2.176806998170010132e+01,5.879352752275270433e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.435833332999999357e+01,1.077777777999999920e+01,2.171691464419999917e+01,1.000000000000000000e+00,1.099764225723750492e-03,6.004846862189458534e+02,1.498398530710828513e+00,1.963287994670071257e-01
2.422706565075100116e+01,0.000000000000000000e+00,8.641462919000000298e+00,4.411559784999999678e+00,6.953333333000000493e+01,1.717083333000000067e+01,2.384519196749999992e+01,0.000000000000000000e+00,2.539537790657770289e-03,3.919471020223894584e+02,1.489563152888647490e+00,3.461009146572197048e-02
1.848056430189479826e+01,6.065049333213240246e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.188333332999999925e+01,8.322685184999999208e+00,1.931702953250000121e+01,1.000000000000000000e+00,3.716534154701862502e-03,3.633130147347299044e+02,1.448531062500721722e+00,8.536363965440936508e-02
2.261413066644459846e+01,4.203992034822579882e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.201666667000000643e+01,1.120740741000000007e+01,2.286483453670000188e+01,9.166666666999999658e-01,4.532611918844395293e-03,8.812361718995508681e+02,1.697197119043470703e+00,2.228890966872830448e-01
2.131479956356340111e+01,7.205789769042070247e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.213333332999999925e+01,1.196018517999999986e+01,2.703075100499999905e+01,9.166666666999999658e-01,3.339052708267953740e-03,9.008567570325216138e+02,1.234994493021874584e+00,1.474856686123705019e-01
2.110965041424719857e+01,4.481049261489180147e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.025833332999999925e+01,4.130555556000000017e+00,1.866258597170000044e+01,1.000000000000000000e+00,2.049039644090431492e-03,5.160831528495831435e+02,1.560361348708395157e+00,7.687925119218914916e-02
2.292944070953990021e+01,2.895198923711690142e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.779999999999999716e+01,-1.499537036999999851e+00,3.907404245330000236e+01,1.000000000000000000e+00,2.705006595503500061e-03,7.140982873441400898e+02,1.670230399877266070e+00,1.277722409037496121e-01
2.115607978010930168e+01,0.000000000000000000e+00,6.961176097999999257e+00,1.443381491999999877e+00,8.175000000000000000e+01,7.810185184999999919e+00,2.253618610999999916e+01,0.000000000000000000e+00,1.285948408714646411e-03,3.412170684390189308e+02,1.305755436983333961e+00,1.074231449338944044e-01
2.388477247657700175e+01,3.237124285340750163e+01,6.947524056999999686e+01,1.248855146999999999e+00,9.073333332999999357e+01,3.469907406999999999e+00,4.773485738749999996e+01,1.000000000000000000e+00,4.917973811873119910e-03,7.056881098941396431e+02,1.674276763258577105e+00,1.310999833284062221e-01
2.071903578486979924e+01,1.047794738038609985e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.875833332999999925e+01,7.119907407999999549e+00,3.206600064330000066e+01,1.000000000000000000e+00,4.948164456180495843e-03,4.487645691222950290e+02,1.378969954712128798e+00,2.768557895142632064e-01
2.177537705440740012e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.603333333000000493e+01,1.296250000000000036e+01,2.361394794499999961e+01,0.000000000000000000e+00,1.396587270688910004e-03,6.843598576919166590e+02,1.663562074133464908e+00,2.949814774977632670e-01
2.221703588565350174e+01,0.000000000000000000e+00,2.422070757999999842e+02,4.157813248000000073e+01,5.508333333000000209e+01,9.988425925999999677e+00,2.126858586670000051e+01,0.000000000000000000e+00,4.948164456180495843e-03,4.487645691222950290e+02,1.378969954712128798e+00,2.768557895142632064e-01
1.761767514401190127e+01,4.060804974695680158e+01,2.177303208000000012e+01,5.970943935000000202e+00,8.928333333000000493e+01,-6.787037040000000188e-01,6.591746814830000289e+01,1.000000000000000000e+00,3.278408335180769007e-03,6.497237896590137325e+02,1.182327979673948537e+00,2.858397452049060705e-01
2.035262638440769933e+01,2.152067004817509854e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.063928543999999476e+01,6.180557039999999835e-01,2.956906853670000146e+01,1.000000000000000000e+00,1.855800391780371931e-03,9.926848218766854188e+02,1.592757009228277454e+00,2.126145794434367020e-01
2.117527068677090085e+01,9.284336057527159625e+00,1.284187210999999884e+00,3.968799863999999733e+00,9.749166667000000075e+01,9.072685184999999208e+00,2.914088379500000059e+01,1.000000000000000000e+00,4.255687009393358672e-03,5.493702702334533114e+02,1.428035967299972286e+00,2.061150746709764781e-01
2.163168258686989986e+01,7.584655077329630046e+01,9.331380864000000486e+01,4.123666245999999802e+01,7.655833332999999641e+01,1.305555559999999893e-01,5.985078930579999934e+01,1.000000000000000000e+00,2.058888128503128315e-03,6.255344928206422992e+02,1.678090893195685052e+00,2.160624888636574481e-01
2.137011916216500040e+01,2.545716687316080140e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.713333332999999925e+01,1.820370370000000015e+00,3.383276809750000069e+01,1.000000000000000000e+00,1.597935879944447799e-03,4.150599889109504375e+02,1.581997051913690999e+00,2.939388239002346803e-01
1.807319975104989851e+01,4.401931255706860213e+01,5.075218499000000349e+01,3.533710056000000321e+01,7.016666666999999791e+01,-5.879629630000000162e+00,5.776109689750000342e+01,1.000000000000000000e+00,3.558977504341923753e-03,2.023414877105826406e+02,1.474307767735408170e+00,1.696649596409801342e-01
1.855548623714949841e+01,1.817676113079710021e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.665833332999999783e+01,-4.273611111000000129e+00,3.214729890830000159e+01,1.000000000000000000e+00,4.643265026636788848e-03,2.207306639311987908e+02,1.642793179418043259e+00,2.483405274268948026e-01
2.202184097369600124e+01,2.449077642094750118e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.239166666999999933e+01,-1.026944444999999995e+01,4.239021323170000244e+01,1.000000000000000000e+00,3.667660470385333219e-03,8.326443634527042832e+02,1.344981033874490750e+00,9.487620908632071748e-02
2.130403860985099840e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.879999999999999716e+01,1.529861110999999951e+01,2.248507016579999984e+01,0.000000000000000000e+00,2.920896325255330564e-03,7.790140281459426888e+02,1.242185071633659543e+00,8.236308246755484619e-02
2.149581692857089976e+01,0.000000000000000000e+00,4.727351248999999811e+00,1.933353480999999929e+00,9.862500000000000000e+01,1.124166667000000075e+01,3.166246994999999842e+01,3.333333332999999787e-01,4.917973811873119910e-03,7.056881098941396431e+02,1.674276763258577105e+00,1.310999833284062221e-01
2.247378775857090005e+01,4.526231615668459796e+01,6.903467967999999644e+01,2.962912201000000412e+00,7.682500000000000284e+01,1.651388889000000137e+00,5.195154930420000028e+01,1.000000000000000000e+00,2.653523422612122026e-03,8.309883606011621850e+02,1.518179156410710107e+00,2.645838340721909376e-01
2.072982307586660156e+01,3.322178439798290128e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.840000000000000568e+01,-8.888888899999999871e-02,3.833788023079999618e+01,1.000000000000000000e+00,3.011370173799968533e-03,3.828021908253442689e+02,1.563343703657126715e+00,8.971546212490258410e-02
2.413777852303019955e+01,2.341377864380989848e+01,7.143956805999999915e+01,8.033023666999999932e+02,5.254999999999999716e+01,4.426388889000000049e+00,3.479398417000000165e+01,1.000000000000000000e+00,2.933727912045257149e-03,8.926964500371477698e+02,1.507205344966259464e+00,1.927231982856264514e-02
2.254574571785769876e+01,1.575810036838050010e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.143333333000000351e+01,-4.674537036999999451e+00,3.666641226830000022e+01,1.000000000000000000e+00,4.766283376614981020e-03,4.282799162420939183e+02,1.413971493381880995e+00,3.398113576125512403e-02
2.234379782076539911e+01,3.009424060813579871e+01,7.197855282999999105e+00,7.846856729999999169e-01,7.278333333000000493e+01,3.277777777999999920e+00,5.247868657330000275e+01,1.000000000000000000e+00,4.896822471752274725e-03,6.405995570414484064e+02,1.272296484362102964e+00,1.156027737857268228e-01
2.247848674109799916e+01,9.610696421889189267e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.929999999999999716e+01,-2.331018519000000122e+00,3.336775805669999784e+01,1.000000000000000000e+00,4.987544963271781789e-03,8.956642326276308950e+02,1.320802381837748563e+00,3.741201360674767384e-02
2.172311915245850145e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.819166667000000359e+01,1.323240741000000043e+01,2.350693495920000231e+01,0.000000000000000000e+00,2.238815848604944897e-03,4.605380961211698718e+02,1.263518456187133321e+00,7.218279549411571461e-02
2.355110852224549944e+01,0.000000000000000000e+00,1.308742273999999952e+02,7.161678262999998879e+02,5.789166666999999933e+01,1.963101852000000136e+01,2.312182266670000175e+01,0.000000000000000000e+00,1.518756680930412979e-03,9.861496451231035962e+02,1.648470147888595694e+00,1.726372644375614440e-01
2.077724563248689904e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.861666667000000075e+01,1.572175926000000068e+01,2.257491778329999832e+01,0.000000000000000000e+00,1.099764225723750492e-03,6.004846862189458534e+02,1.498398530710828513e+00,1.963287994670071257e-01
2.227431013360169842e+01,2.092480157166519916e+01,2.085037619000000007e+02,6.182384454999999690e+01,6.981666667000000359e+01,1.333333329999999983e-01,4.266966884170000185e+01,1.000000000000000000e+00,3.374563841939703414e-03,9.792352203435417550e+02,1.284956331175008293e+00,2.907425924765485309e-02
2.144794182428280038e+01,2.014942604303429974e+01,1.129721290000000096e+02,6.806567069999999831e+02,5.976666666999999933e+01,-2.734722221999999814e+00,3.760325631330000107e+01,1.000000000000000000e+00,1.212747199391999136e-03,9.996001791745724177e+02,1.391710593337670554e+00,4.213735519597670842e-02
1.974768887970610010e+01,2.068600014949759824e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.619166667000000359e+01,-2.727314815000000170e+00,3.258116135670000091e+01,1.000000000000000000e+00,2.687835991545544853e-03,3.931710419040971374e+02,1.405494979021656432e+00,1.052209244538257205e-01
2.054117981526960079e+01,1.466231628983820023e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.903333332999999783e+01,-4.569907406999999644e+00,3.314171467579999586e+01,1.000000000000000000e+00,4.389305166543653464e-03,4.967797970007531490e+02,1.357419951208637121e+00,8.894318750939890494e-02
1.933903528405929961e+01,1.741400415877890140e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.950833332999999925e+01,-6.179166667000000501e+00,3.369507897249999928e+01,1.000000000000000000e+00,2.025161363499594289e-03,6.872019483038718590e+02,1.166248429674733078e+00,9.589893604747196099e-02
2.133215922727730174e+01,7.840509837389240033e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.320833333000000209e+01,-1.163101851999999958e+01,6.145567249999999859e+01,1.000000000000000000e+00,3.620740736492312345e-03,4.823562847477201103e+02,1.672821708166366328e+00,1.395818971126371044e-01
2.141220415163720148e+01,1.126869182723789997e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.904999999999999716e+01,1.014722221999999974e+01,2.770335258169999904e+01,1.000000000000000000e+00,1.647109245553838881e-03,7.265286215594138639e+02,1.394775325686451906e+00,2.118058582314687188e-01
2.321396657297579935e+01,7.549997509851479549e+01,4.768808389999999520e+01,2.304119596999999686e+00,7.931666667000000359e+01,-1.775925925999999988e+00,6.627928634250000073e+01,1.000000000000000000e+00,2.993458210199238280e-03,4.255960473909749453e+02,1.634517328801702973e+00,2.416941769666658413e-01
2.348478835251329855e+01,1.160979101284749904e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.080833332999999996e+01,6.775000000000000355e+00,2.052071252420000036e+01,1.000000000000000000e+00,4.417560721440082216e-03,4.522278657635135346e+02,1.276128413575490228e+00,6.908096855546322357e-02
2.120160165722129975e+01,5.076459660565509902e-01,7.643943822999999327e+01,8.563818940000000168e+01,6.161666667000000075e+01,1.335972222000000009e+01,2.257450320829999768e+01,1.000000000000000000e+00,2.615663267023798748e-03,9.039064238561555840e+02,1.516247440060730423e+00,2.749208736563168998e-01
2.291082976197149890e+01,1.695941781997940012e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.264166666999999933e+01,-3.898148149999999812e-01,3.268285436000000033e+01,1.000000000000000000e+00,2.341247769665821387e-03,6.305814556023376554e+02,1.583038224660973547e+00,4.508093640978984296e-02
1.890819276464770127e+01,2.000719754811699858e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.650833332999999925e+01,5.180555559999999726e-01,4.883094060250000013e+01,1.000000000000000000e+00,3.251874688195390949e-03,2.703133223301571775e+02,1.240540744171462206e+00,2.734397136972643305e-01
1.806311073050219917e+01,3.093342351477409835e+01,1.161104212000000047e+02,3.797063861999999972e+02,4.895000000000000284e+01,-1.066666667000000013e+00,2.720546178580000074e+01,1.000000000000000000e+00,4.626627773952131026e-03,6.430342098359487863e+02,1.494749238332789165e+00,2.794851206178539105e-01
1.812939488850290104e+01,1.861966932777669825e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.714999999999999858e+01,5.107870369999999660e+00,2.806073195829999989e+01,1.000000000000000000e+00,1.269541520864374533e-03,3.159445062085518430e+02,1.504247683342905484e+00,2.595464945044714256e-01
2.114695856574279986e+01,1.288524808254769916e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.209999999999999432e+01,9.590740740999999403e+00,3.109321273579999811e+01,1.000000000000000000e+00,1.567973499795929319e-03,7.925069141062398330e+02,1.436185018555170334e+00,2.407490452948076454e-01
1.870335265679879910e+01,1.644960582466360011e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.415833333000000493e+01,1.072268518999999998e+01,2.132224886999999924e+01,1.000000000000000000e+00,3.758873547076145918e-03,9.369524060286159965e+02,1.126425879058989166e+00,1.977695776181008502e-01
2.080455064769509832e+01,7.191280416519160390e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.213333332999999925e+01,1.196018517999999986e+01,2.703075100499999905e+01,9.166666666999999658e-01,3.082266453469266650e-03,6.141532691958677788e+02,1.215296646601334851e+00,2.254511915498965124e-01
2.268453997567669944e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.163333332999999925e+01,9.883333333999999581e+00,2.315176064829999802e+01,0.000000000000000000e+00,2.501662177015833398e-03,8.006601191546427572e+02,1.520604282697370913e+00,1.495353297773675538e-01
2.210326295987659861e+01,1.195263433300920042e+01,2.220561177000000086e+01,8.118917890000000526e+00,8.367499999999999716e+01,4.631944444000000161e+00,3.640247858250000235e+01,1.000000000000000000e+00,4.846773659474893498e-03,5.757175462415924585e+02,1.206365627398196416e+00,1.371235217465543998e-01
2.120440070768309937e+01,7.586164868118919991e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.651666667000000643e+01,8.621296296000000581e+00,3.068442250500000057e+01,1.000000000000000000e+00,4.987544963271781789e-03,8.956642326276308950e+02,1.320802381837748563e+00,3.741201360674767384e-02
1.919317568917319861e+01,6.187978474985239785e+01,1.883650441999999714e+02,2.575504271000000145e+01,8.259999999999999432e+01,-7.037037037000000161e+00,6.016101601919999808e+01,1.000000000000000000e+00,2.653523422612122026e-03,8.309883606011621850e+02,1.518179156410710107e+00,2.645838340721909376e-01
2.131076666386620033e+01,5.865671684564070176e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.234999999999999432e+01,1.034907407000000035e+01,2.910054143079999989e+01,1.000000000000000000e+00,3.251874688195390949e-03,2.703133223301571775e+02,1.240540744171462206e+00,2.734397136972643305e-01
2.357445373152189916e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.820833333000000209e+01,1.141666666999999968e+01,2.267147310670000238e+01,0.000000000000000000e+00,4.442522397879882651e-03,5.455246244365416715e+02,1.462927672596145090e+00,1.234595199655654091e-01
2.160279494898420083e+01,3.146476380995790123e+01,9.048886152999999410e+01,1.202006951999999984e+01,9.334999999999999432e+01,-8.037037040000000188e-01,5.348370050670000353e+01,1.000000000000000000e+00,3.647457823293083663e-03,9.519595979417092622e+02,1.213744289336847304e+00,1.632318473286504812e-01
2.298699305106359958e+01,1.885557845963500156e+01,1.983963350000000219e+02,2.465657988999999972e+01,6.335000000000000142e+01,1.358333333000000032e+00,3.753767611579999652e+01,1.000000000000000000e+00,3.259078445003904707e-03,7.493363935110916145e+02,1.368361967920939115e+00,1.011526894768523394e-01
2.257562650092119938e+01,3.888700264048759792e+00,1.379088065999999912e+01,3.332808349999999975e-01,9.242499999999999716e+01,1.068425925999999926e+01,2.382476082330000011e+01,4.166666667000000213e-01,2.094312348833432275e-03,2.499298398502469638e+02,1.360453450963232891e+00,1.123556629470736784e-01
2.235338955429340047e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.526666667000000643e+01,1.408194443999999912e+01,2.425920509330000030e+01,0.000000000000000000e+00,1.781464319824298953e-03,5.957030745319588050e+02,1.718418101108737162e+00,2.886271828006232720e-01
1.768098452129909859e+01,3.038047199641779983e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.950833332999999925e+01,-6.179166667000000501e+00,3.369507897249999928e+01,1.000000000000000000e+00,3.784369720418030453e-03,3.353309028878766185e+02,1.630960148247287300e+00,2.364652050375047332e-01
2.244273130987449960e+01,5.142310403067820346e+01,7.629788777999999105e+00,1.180528425999999964e+00,9.088333332999999925e+01,2.984722221999999814e+00,5.287123342670000170e+01,1.000000000000000000e+00,2.501662177015833398e-03,8.006601191546427572e+02,1.520604282697370913e+00,1.495353297773675538e-01
2.346882447418740014e+01,0.000000000000000000e+00,2.035192289000000017e+02,1.834050828000000308e+02,6.849166667000000075e+01,1.812916667000000004e+01,2.577280138829999956e+01,0.000000000000000000e+00,3.810553757276307577e-03,2.668123485865638713e+02,1.576372166016254406e+00,1.431899960426390450e-01
2.396077695325690016e+01,2.451451377959670097e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.395000000000000284e+01,-5.203703699999999710e-01,3.641315223579999838e+01,1.000000000000000000e+00,1.786835012192131925e-03,8.376066367817558103e+02,1.702859735931173679e+00,1.085040907679248323e-01
1.861531464836900085e+01,2.408407601712989887e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.232500000000000284e+01,-1.129351851999999923e+01,4.518944296419999773e+01,1.000000000000000000e+00,1.223378252991581469e-03,6.972621591114652801e+02,1.196511064309087935e+00,1.553925302176786261e-01
2.153328077678130015e+01,2.533469271594330152e+01,7.283905382000000372e+01,7.111055724999999939e+00,5.814166666999999933e+01,3.648148150000000145e-01,4.173396574000000214e+01,1.000000000000000000e+00,1.800005293761173727e-03,8.112365532116259601e+02,1.303995663802224758e+00,6.001776484316913990e-02
1.880305569425910051e+01,3.443179016299429662e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.109333333000000010e+01,-6.181388944000000052e+00,3.438088174579999645e+01,1.000000000000000000e+00,3.576904716191847255e-03,2.118333811090406016e+02,1.682322511000864163e+00,2.004228425735182784e-02
2.288973508853240091e+01,2.856285974224000057e+01,2.057361176000000000e+02,4.031467400999999739e+01,5.624166667000000075e+01,-3.340740741000000291e+00,4.482964106420000405e+01,1.000000000000000000e+00,1.927252619654015774e-03,4.328405843577783685e+02,1.328476855329526307e+00,4.955617313630956977e-02
2.088960624587819837e+01,2.001748576299450022e+01,2.785615808999999672e+02,1.545305050000000051e+02,6.174166667000000075e+01,-1.779166666999999924e+00,4.109307064749999938e+01,1.000000000000000000e+00,2.914521689132143923e-03,5.006911042559101475e+02,1.299483829066165663e+00,1.322080730235835611e-01
2.238825705076169825e+01,2.979445364291049891e+00,2.198369507999999826e+02,4.030891480999999885e+02,5.844166666999999649e+01,1.231759259000000029e+01,2.419321079579999889e+01,1.000000000000000000e+00,4.147111617661717112e-03,3.100262289733286707e+02,1.618141513071331916e+00,1.931012020996539236e-01
2.163638854143729873e+01,1.060983230984099990e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.644166667000000359e+01,8.986574073999999968e+00,2.923655417499999842e+01,1.000000000000000000e+00,3.184932051740273651e-03,5.935259858316915142e+02,1.524131258141881107e+00,9.152301312522151400e-02
2.092857212730540084e+01,2.090182562000649824e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.414166667000000643e+01,3.957870370000000193e+00,3.221221620330000235e+01,1.000000000000000000e+00,1.675439034404855188e-03,2.919202032411939740e+02,1.686611673154965851e+00,3.822028405362299514e-02
2.131570574453009925e+01,1.515622070422189971e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.477500000000000568e+01,-2.829629629999999896e+00,3.834236139749999950e+01,1.000000000000000000e+00,3.374563841939703414e-03,9.792352203435417550e+02,1.284956331175008293e+00,2.907425924765485309e-02
2.022754785078269890e+01,1.374574780797370011e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.771666666999999507e+01,-2.379166666999999791e+00,3.748843759329999870e+01,1.000000000000000000e+00,1.039128261234197525e-03,7.432013651033103088e+02,1.175121497548507365e+00,1.679342577067080844e-01
2.184220332490910010e+01,2.162200118056230025e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.151666667000000643e+01,3.635185185000000097e+00,3.445057615329999834e+01,1.000000000000000000e+00,1.107478208767713902e-03,5.610790790195485442e+02,1.474583545918314531e+00,7.417226594415825269e-02
2.170633634484219954e+01,0.000000000000000000e+00,7.427184670000001177e+01,5.232542017000000101e+00,7.638333332999999925e+01,5.645833332999999676e+00,5.061337939919999940e+01,0.000000000000000000e+00,3.667660470385333219e-03,8.326443634527042832e+02,1.344981033874490750e+00,9.487620908632071748e-02
2.295181262784139875e+01,2.196237560899569985e+01,1.343492835999999784e+02,2.376759136000000083e+01,9.127500000000000568e+01,7.180555555999999839e+00,3.133633654169999971e+01,1.000000000000000000e+00,1.786835012192131925e-03,8.376066367817558103e+02,1.702859735931173679e+00,1.085040907679248323e-01
2.274818038823449839e+01,1.481230347655290025e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.255833333000000351e+01,-4.505555556000000017e+00,3.629478062580000142e+01,1.000000000000000000e+00,4.722158776022705035e-03,3.511754335990665368e+02,1.414608811043623904e+00,1.664724213646371909e-01
2.144604911245469836e+01,2.415877135179869839e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.139166667000000643e+01,2.980555556000000106e+00,3.603891232920000220e+01,1.000000000000000000e+00,1.107478208767713902e-03,5.610790790195485442e+02,1.474583545918314531e+00,7.417226594415825269e-02
2.042360072564369844e+01,1.010109426732219973e+01,1.778166561999999828e+02,4.560993143999999120e+02,5.770000000000000284e+01,4.120370369999999838e+00,2.609859171169999925e+01,1.000000000000000000e+00,4.816335557574463744e-03,3.710624394286463144e+02,1.154711258451081690e+00,1.886896128130552408e-01
2.184963186069110108e+01,2.255746519979420128e+01,4.387961966999999674e+01,3.321112799999999948e-02,4.721666667000000217e+01,4.099074073999999790e+00,3.545858395749999659e+01,1.000000000000000000e+00,3.259078445003904707e-03,7.493363935110916145e+02,1.368361967920939115e+00,1.011526894768523394e-01
2.120703595814719833e+01,1.842564970360929877e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.815000000000000568e+01,-1.019907407999999904e+00,3.715738393080000179e+01,1.000000000000000000e+00,4.210439650348028751e-03,6.988814850328473085e+02,1.456539227761183275e+00,2.850112261708118155e-01
1.622709783027480057e+01,2.671665643234910092e+01,2.810293703000000143e+00,6.937090609000000185e+00,6.283333333000000209e+01,-5.956481482000000049e+00,5.602611402830000031e+01,1.000000000000000000e+00,2.079797831601540650e-03,2.396990434701755248e+02,1.160905987431990249e+00,5.653263469274560915e-02
2.251757551691670045e+01,4.194099689977949907e+00,2.744201707999999940e+01,3.533253389999999605e-01,9.825833332999999925e+01,1.240046296000000048e+01,2.086673541669999921e+01,1.000000000000000000e+00,3.502091702430740021e-03,4.920747048114934046e+02,1.711132012133297131e+00,1.291657029429929271e-01
2.301843035049200026e+01,2.664046497718490158e+01,5.925618243000000263e+01,1.116744705999999976e+00,8.805833332999999641e+01,4.268981482000000049e+00,3.696695134670000016e+01,1.000000000000000000e+00,1.158962013591483334e-03,3.555724271839590642e+02,1.534381991602795425e+00,1.613198226202016139e-01
2.085325886321210120e+01,0.000000000000000000e+00,4.151359650999999928e+01,1.827422189999999835e-01,6.870833333000000209e+01,1.292916667000000075e+01,2.282744446330000088e+01,0.000000000000000000e+00,4.508174271331323937e-03,7.616674917510877094e+02,1.538742079863876011e+00,2.551262410277266302e-01
2.184780207026869903e+01,1.005919319802680079e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.427500000000000568e+01,5.150462962999999839e+00,3.272438797670000099e+01,1.000000000000000000e+00,4.389305166543653464e-03,4.967797970007531490e+02,1.357419951208637121e+00,8.894318750939890494e-02
2.055595257568489842e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.659999999999999432e+01,1.694675926000000032e+01,2.165458766080000075e+01,0.000000000000000000e+00,2.298381235633718215e-03,7.340290173892925623e+02,1.238295198006377440e+00,1.409834943108304872e-01
2.570835312971519926e+01,0.000000000000000000e+00,5.009745111000000151e+01,1.308756832000000081e+01,5.597500000000000142e+01,2.198472221999999832e+01,2.516331083329999885e+01,0.000000000000000000e+00,4.128856512705126811e-03,3.766787590739298821e+02,1.685505483026585871e+00,1.248582286618637877e-01
